gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,InternetService,OnlineSecurity,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1,1,0,0,51,1,1,0,1,0,94.0,4905,0
0,1,1,0,26,1,1,0,0,2,93.85,2381,1
0,0,0,1,4,1,1,0,0,0,98.1,396,1
1,0,1,1,1,1,1,0,0,2,81.05,81,0
0,0,0,1,15,1,1,0,0,0,85.9,1269,1
0,1,1,0,60,1,1,1,2,0,116.05,6925,0
1,0,1,0,5,1,2,0,0,3,19.35,126,1
0,1,0,0,20,1,1,0,0,0,80.7,1614,0
0,0,1,1,59,1,2,0,2,1,19.5,1222,0
1,0,0,1,17,1,0,1,0,3,50.3,846,0
1,0,1,1,61,1,0,1,1,0,84.9,5264,0
0,0,0,0,65,1,1,0,1,2,95.5,6153,0
1,1,0,0,7,1,1,0,0,3,73.75,545,1
1,0,1,0,31,1,0,0,0,1,59.05,1882,0
1,0,1,0,71,1,1,0,1,1,98.65,6962,0
1,0,0,1,8,0,0,0,0,3,25.5,215,1
0,0,1,1,45,1,2,0,2,0,24.65,1138,0
1,0,1,1,38,1,1,0,0,2,94.65,3624,1
1,0,1,0,3,0,0,0,0,2,35.15,99,1
0,0,0,1,25,1,2,0,0,1,20.05,471,0
1,0,1,0,6,1,1,0,0,2,91.0,531,1
0,1,1,0,60,1,1,0,0,2,105.9,6401,0
0,0,1,0,53,1,2,0,1,1,19.05,990,0
0,0,0,0,32,1,2,0,1,0,20.55,654,0
1,0,1,1,7,1,2,0,1,3,20.65,150,0
1,0,1,1,3,1,0,0,0,3,56.15,168,1
0,0,1,1,65,1,1,1,2,1,104.3,6725,0
1,0,1,0,49,0,0,0,2,1,49.65,2409,0
0,0,1,1,48,1,1,1,1,1,103.25,5037,1
1,1,0,0,19,1,1,0,0,1,95.9,1777,1
1,0,0,1,66,1,0,1,2,0,65.7,4378,0
0,0,1,1,67,1,1,1,1,2,109.4,7281,0
0,0,0,1,7,1,1,0,0,2,71.05,472,0
1,0,0,0,26,1,0,0,1,1,51.55,1295,0
0,0,0,0,57,0,0,1,1,1,41.1,2258,0
0,1,0,0,5,0,0,0,0,2,45.7,198,1
1,1,0,0,57,1,1,0,0,0,104.9,5913,0
0,0,1,1,46,1,1,1,2,3,99.65,4630,0
1,1,1,0,13,1,1,1,0,1,93.8,1261,0
0,0,0,0,8,1,2,0,2,3,20.25,174,0
0,0,1,1,6,1,1,0,0,2,80.5,502,1
0,0,0,0,4,1,1,0,0,0,70.9,273,1
0,0,0,0,7,1,0,0,0,2,74.65,521,1
0,0,1,1,11,1,0,1,0,0,51.0,581,0
0,0,0,1,72,1,2,0,2,3,19.75,1567,0
0,0,0,0,6,1,0,0,0,2,55.0,340,0
0,1,1,0,66,0,0,0,1,0,45.55,3027,0
1,0,1,1,38,1,0,0,1,1,78.95,2862,0
0,0,0,0,66,0,0,1,2,0,61.35,4193,0
0,0,0,0,17,1,1,0,0,2,70.0,1144,1
0,0,0,0,1,1,2,0,0,3,20.4,20,1
1,0,0,0,56,1,0,0,1,0,75.75,4284,0
0,0,0,0,68,1,2,0,2,0,20.05,1386,0
1,0,0,0,6,1,2,0,1,3,20.6,116,0
0,0,1,0,62,1,1,1,1,2,104.3,6613,0
0,0,0,1,67,1,1,0,1,0,106.6,7244,0
1,0,1,0,51,1,1,0,0,2,94.65,4812,1
0,0,1,1,70,1,1,1,1,1,108.15,7930,0
1,0,0,0,34,1,0,0,0,2,49.8,1734,0
0,0,1,0,42,1,2,0,0,1,20.35,869,0
0,1,0,0,50,1,1,0,1,2,106.8,5347,0
1,0,0,0,67,1,0,1,2,0,65.55,4361,0
1,0,0,0,46,1,1,1,0,2,93.7,4154,1
0,0,0,0,4,1,0,0,0,1,50.7,151,1
0,0,0,0,8,1,2,0,0,3,20.7,137,0
0,0,1,1,67,1,1,1,2,1,108.75,7156,1
1,0,0,1,8,1,2,0,0,0,19.45,159,0
1,0,1,1,68,1,2,0,2,0,24.0,1664,0
1,1,1,0,52,1,1,1,0,2,104.2,5568,1
0,0,1,1,66,1,0,1,2,1,89.9,5958,0
1,0,0,0,63,1,1,1,1,1,104.5,6590,0
0,0,0,0,1,1,1,0,0,3,69.95,69,1
1,0,0,0,42,1,2,0,1,2,25.05,949,0
1,0,0,1,52,1,2,0,1,1,19.65,928,0
0,0,0,0,6,1,1,0,0,0,93.55,536,1
0,0,1,1,72,1,1,0,2,0,109.2,7711,0
0,0,0,0,39,0,0,1,1,0,40.3,1630,0
1,0,0,1,48,1,0,1,1,1,78.75,3682,0
1,0,0,1,61,1,2,0,2,3,19.75,1124,0
1,0,1,1,63,0,0,0,2,0,39.35,2395,0
1,1,1,0,19,0,0,0,0,1,34.3,577,0
1,0,1,0,8,1,1,1,0,3,75.0,658,0
1,0,0,0,22,0,0,0,1,0,43.75,903,1
0,0,0,0,33,1,1,0,1,0,79.95,2684,0
0,0,0,0,40,1,0,0,1,3,50.25,2023,0
1,0,1,1,11,1,0,1,0,0,65.15,723,0
0,0,0,0,12,1,2,0,0,3,19.45,246,0
1,0,0,1,3,1,2,0,2,3,26.4,121,0
0,0,0,0,20,1,0,0,0,1,68.9,1370,0
1,0,1,1,52,1,2,0,2,3,24.8,1229,0
1,0,1,1,46,1,2,0,2,3,20.1,936,0
1,0,1,1,72,1,1,0,2,2,103.4,7372,1
0,1,0,0,1,1,1,0,0,2,69.95,69,1
1,0,0,1,7,1,2,0,1,3,19.45,136,0
1,0,0,0,4,1,0,0,0,3,55.3,238,0
0,0,1,1,4,1,0,1,0,2,50.3,217,0
1,0,0,0,1,1,1,0,0,2,89.9,89,1
1,0,0,0,22,1,2,0,1,3,19.6,422,0
0,0,0,0,12,1,0,0,0,0,45.0,524,0
1,0,1,1,20,1,1,0,0,3,96.8,1826,0
1,0,0,0,8,1,0,0,0,3,45.15,438,1
1,0,0,0,1,1,1,0,0,1,90.85,90,1
0,0,1,0,5,1,1,0,0,2,69.95,330,1
0,0,0,0,1,0,0,0,0,2,25.25,25,0
1,0,0,0,66,1,0,1,1,3,54.8,3465,0
1,1,1,0,71,1,1,1,0,2,107.5,7713,0
0,0,0,0,18,1,1,0,0,1,90.0,1527,1
0,1,1,0,60,1,1,0,0,2,89.45,5294,0
1,0,1,1,8,1,0,0,0,2,51.05,415,1
0,0,0,0,1,0,0,0,0,3,25.2,25,1
1,0,1,1,66,1,2,0,1,2,20.35,1359,0
1,1,0,0,19,1,1,1,0,2,87.3,1637,0
1,1,1,0,71,1,2,0,2,1,25.45,1789,0
0,0,0,0,28,0,0,0,0,3,29.75,790,0
1,0,1,1,1,1,1,0,0,2,80.0,80,1
0,0,0,0,1,0,0,0,0,0,29.95,29,1
0,0,0,0,54,1,2,0,2,3,20.5,1035,0
0,0,0,1,44,1,0,0,1,3,77.55,3471,0
0,0,0,0,1,1,1,0,0,2,82.3,82,1
0,0,0,0,44,1,1,0,0,1,88.15,3973,0
1,0,0,0,14,0,0,0,0,2,55.0,771,0
0,1,0,0,46,1,1,0,0,2,104.45,4863,0
0,1,1,0,27,1,1,1,0,0,104.3,2867,1
1,0,0,0,31,1,0,0,0,2,55.25,1715,1
1,0,0,0,10,1,0,0,0,1,44.85,435,1
1,1,1,0,36,1,0,0,1,1,54.1,1992,0
1,0,0,0,54,1,1,0,0,0,79.85,4308,0
0,0,0,0,34,1,1,0,0,1,70.0,2416,1
0,0,0,0,34,1,0,1,1,3,64.4,2088,1
0,0,1,1,1,0,0,1,0,0,30.5,30,1
0,0,0,0,11,1,1,0,0,0,97.85,1105,1
1,0,1,0,18,1,0,0,0,0,44.35,768,0
1,0,1,1,64,1,1,1,0,2,81.05,5135,0
1,0,0,0,4,1,0,0,0,2,55.9,238,0
0,0,1,0,48,1,0,0,1,2,65.65,3094,0
0,1,0,0,16,1,1,0,0,2,94.45,1511,1
0,0,0,0,18,1,0,0,0,2,50.3,913,0
0,0,0,0,48,1,0,1,1,1,60.35,2896,1
0,0,1,1,38,1,2,0,2,3,20.2,746,0
1,0,0,0,44,1,2,0,1,1,19.5,835,0
1,0,1,0,64,1,0,0,1,3,70.15,4480,0
0,0,0,0,52,1,0,1,1,1,57.95,3042,0
1,0,1,0,41,1,0,0,1,2,73.0,3001,1
1,0,1,1,7,0,0,1,0,2,34.5,279,1
0,0,0,0,4,1,1,0,0,2,70.15,268,1
0,0,1,0,3,1,1,0,0,2,75.85,256,1
0,0,0,0,5,1,1,0,0,1,85.4,425,1
1,0,1,0,38,1,0,0,1,1,69.0,2669,0
0,0,0,0,42,1,1,0,0,0,103.8,4327,0
1,0,0,1,45,1,1,0,2,0,99.7,4634,0
1,0,0,0,2,1,1,0,0,2,85.85,167,1
0,0,0,0,17,1,2,0,2,3,19.4,358,0
0,0,1,0,24,1,0,0,0,0,69.45,1614,0
1,0,1,1,72,1,0,1,2,1,88.7,6501,0
0,0,1,1,72,1,1,1,2,0,115.6,8220,0
1,0,0,0,52,1,0,1,2,3,89.25,4652,0
0,0,0,0,29,0,0,1,1,1,39.5,1082,0
1,0,0,0,69,1,2,0,2,3,19.1,1268,0
1,1,1,0,72,1,1,1,2,0,93.05,6735,0
1,0,1,1,64,0,0,1,2,0,60.05,3845,0
0,0,1,0,50,1,1,1,0,0,109.65,5405,0
1,1,1,0,50,1,1,1,2,1,105.05,5163,0
0,1,0,0,56,1,1,0,1,0,104.75,5510,1
1,0,1,0,14,1,0,0,1,2,44.6,641,0
0,0,0,1,24,1,2,0,2,3,19.75,498,0
1,0,1,1,45,1,1,0,2,0,109.75,4900,0
1,0,1,1,17,1,2,0,2,3,25.15,412,0
1,0,1,0,42,1,1,0,0,0,95.25,3959,1
0,0,0,0,3,1,1,0,0,0,69.55,222,1
1,0,1,0,29,1,1,0,0,1,75.3,2263,0
1,0,0,0,43,1,1,0,0,2,77.85,3365,1
0,0,1,0,72,1,1,1,2,0,97.0,7104,0
0,0,0,0,43,0,0,0,0,0,49.05,2076,1
1,0,1,1,24,1,0,1,1,3,74.8,1821,0
1,0,1,0,38,1,1,1,1,2,110.7,4428,0
1,0,0,0,1,1,0,0,0,2,50.45,50,1
0,0,1,1,62,1,0,0,0,1,70.45,4300,0
0,0,1,1,65,1,0,1,2,0,82.5,5215,0
1,0,0,0,3,1,2,0,0,2,20.5,76,0
1,0,0,0,50,1,2,0,1,1,20.15,989,0
1,0,0,0,3,0,0,1,0,3,35.45,106,1
1,0,0,0,5,1,1,0,0,2,80.6,415,1
0,1,0,0,71,1,1,1,1,1,99.65,7181,0
0,0,1,0,43,1,0,0,1,0,64.85,2908,0
0,1,0,0,10,1,1,0,0,1,84.6,865,1
1,1,1,0,16,1,1,0,0,0,71.8,1167,1
1,0,0,0,2,1,0,1,0,3,55.1,113,1
1,0,1,1,41,1,2,0,2,3,20.0,879,0
1,0,0,0,43,0,0,0,1,2,44.15,1931,0
0,0,0,0,69,1,2,0,2,1,24.6,1678,0
1,0,1,1,4,1,0,0,0,2,44.8,169,0
1,1,0,0,24,1,1,0,0,2,101.25,2440,1
1,0,0,0,66,1,1,1,2,0,105.65,6844,0
1,0,0,1,2,1,0,0,0,2,55.3,108,0
0,0,0,0,1,1,1,0,0,3,71.1,71,0
0,0,0,0,2,1,2,0,0,1,20.35,35,0
1,0,0,0,6,1,0,0,0,3,50.05,288,0
1,0,0,1,49,1,1,0,0,1,75.2,3678,1
0,0,1,1,7,1,1,0,0,2,69.0,506,1
1,0,0,0,8,1,2,0,0,1,20.45,162,0
1,0,0,0,31,1,1,0,0,2,101.4,3143,0
0,1,1,0,11,1,1,0,0,2,82.9,880,0
0,0,1,0,32,1,2,0,1,3,19.3,593,0
1,1,1,0,46,0,0,0,1,0,59.9,2816,1
0,1,0,0,2,1,1,0,0,2,88.55,179,1
1,0,0,0,21,1,1,0,0,2,73.7,1558,0
0,0,0,0,67,1,0,1,1,1,60.5,3870,0
0,0,0,0,1,1,0,0,0,2,55.4,55,1
1,0,0,1,1,1,1,0,0,3,70.45,70,1
0,0,1,0,55,1,1,1,0,0,89.8,4959,0
1,0,0,0,59,1,0,0,2,1,54.15,3116,0
1,0,0,0,65,1,2,0,1,1,24.8,1600,0
0,0,1,0,72,1,2,0,2,1,25.0,1849,0
0,0,0,0,23,0,0,0,0,2,44.95,996,0
1,1,0,0,15,1,1,0,0,2,80.2,1217,1
1,0,0,0,5,0,0,1,0,3,40.0,223,1
1,0,0,0,72,1,2,0,2,3,20.8,1521,0
0,1,1,0,17,1,1,1,0,0,85.35,1463,1
0,0,1,1,28,1,2,0,1,3,19.9,543,0
0,0,1,1,37,1,2,0,0,3,26.45,911,0
0,0,0,0,41,1,0,0,1,1,56.3,2364,0
1,0,0,1,66,1,2,0,2,1,19.95,1269,0
1,0,1,1,41,1,2,0,1,0,19.5,798,0
0,0,1,0,55,1,1,0,0,2,77.75,4458,1
0,0,0,0,11,1,0,0,0,2,51.1,531,0
0,0,1,1,23,0,0,1,2,3,34.6,813,0
1,0,0,0,4,1,0,0,0,1,51.75,201,1
1,0,0,0,1,1,1,0,0,2,75.3,75,1
0,0,0,0,2,1,2,0,0,3,20.65,38,1
0,1,0,0,2,1,1,0,0,2,84.05,186,0
1,0,0,0,9,1,1,0,0,1,99.3,918,0
0,0,1,0,24,1,0,1,0,3,66.3,1559,0
0,1,1,0,35,1,1,1,0,0,100.5,3653,1
0,1,1,1,65,1,1,0,1,0,103.9,6767,0
1,0,0,0,35,1,2,0,2,3,20.2,684,0
1,0,0,0,35,1,0,1,0,2,59.6,2094,0
0,0,0,0,1,1,0,0,0,0,44.9,44,1
0,1,1,1,47,1,1,0,0,0,70.55,3309,1
0,1,1,0,48,1,0,0,1,0,58.95,2789,0
1,0,0,0,1,1,2,0,0,3,20.4,20,0
1,1,0,0,71,1,1,0,1,0,105.75,7382,0
1,0,1,1,67,0,0,1,2,1,50.9,3281,0
0,0,1,0,64,1,2,0,2,1,19.45,1208,0
0,0,0,0,1,1,1,0,0,2,75.3,75,1
0,0,1,0,27,1,1,0,0,1,95.0,2462,0
1,1,1,0,49,1,1,1,0,2,88.2,4159,0
1,0,1,1,69,0,0,1,2,3,39.1,2779,0
1,0,1,0,24,1,1,0,0,2,104.65,2542,1
0,0,1,1,6,1,0,0,0,3,48.8,297,0
0,0,1,1,50,1,1,0,0,0,84.4,4116,1
0,0,0,0,3,1,0,0,0,2,44.6,122,0
0,0,0,0,57,1,1,1,0,0,87.55,4884,0
0,0,1,1,34,0,0,1,1,3,61.25,1993,0
0,0,0,0,9,1,0,0,0,2,45.15,416,1
1,0,0,0,60,1,1,0,2,2,89.55,5231,0
1,1,0,0,5,1,1,0,0,2,89.8,502,1
0,0,0,0,72,1,2,0,2,0,21.15,1419,0
1,1,0,0,12,1,1,0,0,1,73.3,828,0
0,1,0,0,18,1,0,0,0,1,49.85,865,0
1,0,1,0,8,1,2,0,0,0,19.55,161,0
0,0,0,1,4,1,1,0,0,3,87.1,341,1
0,0,1,1,11,0,0,1,0,2,29.6,346,0
0,0,1,0,72,1,1,1,2,0,98.2,7015,0
0,1,0,0,1,1,1,0,0,2,70.15,70,1
0,0,0,1,31,1,2,0,1,1,20.1,589,0
0,0,1,1,52,1,1,0,0,0,85.8,4433,0
0,0,1,0,72,1,0,1,2,0,84.9,6065,0
0,1,0,0,16,1,0,1,0,2,54.1,889,0
1,0,0,0,25,1,2,0,1,1,19.9,510,0
1,0,0,0,26,1,2,0,1,0,19.6,471,0
1,0,1,0,71,1,1,0,1,0,105.7,7472,0
1,0,0,0,11,1,1,0,0,2,73.85,926,1
0,0,0,0,1,1,1,0,0,3,85.45,85,1
0,0,1,1,17,1,2,0,0,3,24.1,409,1
0,1,0,0,72,1,1,0,2,0,108.1,7774,0
0,0,0,1,48,0,0,0,0,1,45.55,2108,0
1,0,0,0,38,1,0,1,0,2,69.95,2657,0
1,0,0,0,2,1,2,0,0,3,19.65,38,0
0,1,1,0,26,1,1,0,0,1,85.7,2067,0
1,1,0,0,30,1,1,1,0,1,90.5,2595,0
1,0,0,0,3,1,1,0,0,2,85.3,264,1
0,0,0,0,3,1,1,0,0,2,95.1,307,1
0,0,1,1,58,1,1,0,0,2,91.55,5511,0
1,0,0,0,40,1,0,1,0,2,67.45,2731,0
0,0,0,0,1,1,0,0,0,2,55.45,55,0
0,0,1,1,43,1,0,0,0,3,50.2,2169,0
0,0,1,0,59,1,1,1,0,2,94.75,5597,0
1,0,1,1,62,1,1,0,2,1,89.1,5411,0
1,0,0,0,40,1,0,0,0,2,51.1,2092,0
1,0,1,1,70,0,0,1,2,0,59.5,4144,0
0,0,0,0,60,1,2,0,2,0,19.85,1128,0
0,0,0,0,42,1,1,1,0,2,105.2,4400,1
0,0,1,0,64,1,1,1,2,0,99.0,6375,0
0,0,1,1,60,1,1,1,1,0,94.15,5811,0
0,0,0,0,15,1,0,0,0,2,49.1,679,1
0,1,0,0,2,1,0,0,0,1,56.55,118,0
1,0,0,0,2,1,1,0,0,1,69.8,134,1
1,0,1,0,67,1,0,1,2,1,69.2,4671,0
1,0,0,0,1,1,0,1,0,2,61.15,61,0
1,0,0,0,58,1,2,0,2,3,20.8,1212,0
0,0,0,0,64,1,1,0,2,1,110.5,7069,0
1,0,0,0,44,1,2,0,2,3,20.05,845,0
1,1,1,1,58,1,1,1,1,0,89.85,5125,0
1,0,0,0,3,1,2,0,0,3,20.7,57,0
1,0,0,0,3,1,0,0,0,2,49.15,169,1
1,0,0,0,58,1,1,1,1,0,99.15,5720,0
0,0,0,0,4,1,2,0,0,1,20.15,68,0
0,1,1,0,50,1,1,1,0,0,108.75,5431,0
1,1,1,0,60,1,1,0,1,2,97.95,5867,0
1,0,1,0,50,1,1,0,1,2,99.4,5059,0
0,0,1,1,61,1,1,1,1,1,100.7,6018,0
0,0,0,0,10,0,0,0,0,2,36.25,374,0
1,0,1,1,12,1,2,0,0,2,21.15,306,0
1,0,0,0,43,1,1,0,1,2,100.0,4211,1
1,0,0,0,52,1,2,0,2,3,19.65,1025,0
1,0,1,1,37,1,1,0,0,2,92.95,3415,0
0,1,0,0,26,1,0,0,0,2,66.05,1652,0
0,0,1,1,55,1,1,1,0,2,85.1,4600,0
0,0,1,0,67,1,2,0,1,0,20.85,1327,0
0,0,1,0,12,1,0,1,1,2,78.85,876,0
1,0,0,0,56,1,1,1,0,3,105.35,5794,0
1,0,0,0,29,1,0,0,0,0,48.95,1323,0
1,0,1,0,48,1,1,1,2,0,96.9,4473,0
0,0,0,0,45,1,0,1,2,0,81.65,3618,0
1,1,1,0,44,1,1,0,1,3,88.4,3912,1
0,1,0,0,33,1,1,0,0,2,110.45,3655,1
0,1,1,1,71,1,0,1,1,2,69.2,4982,0
1,0,1,1,63,1,1,0,2,0,104.8,6597,0
0,0,1,1,69,1,1,0,1,0,108.75,7493,0
1,0,0,0,9,1,1,0,0,2,95.5,829,1
1,1,1,0,23,1,2,0,1,2,20.75,485,0
0,1,1,0,72,1,1,1,2,1,115.75,8443,0
1,1,1,0,29,1,1,1,1,0,90.1,2656,0
0,0,0,0,4,1,1,0,0,2,75.65,302,0
0,0,0,1,49,1,2,0,2,1,20.45,1024,0
1,0,1,1,66,0,0,0,2,0,50.55,3364,0
1,1,0,0,9,1,1,0,0,1,84.4,732,1
0,0,1,0,72,1,1,1,2,0,113.65,8182,0
0,0,0,0,30,1,0,1,0,0,55.3,1530,0
1,0,0,0,10,0,0,0,0,2,35.75,389,0
0,0,0,0,38,1,2,0,1,2,24.25,914,0
1,0,1,0,36,1,1,0,0,0,95.0,3440,0
1,0,0,0,12,1,0,1,0,2,67.25,832,0
0,0,1,1,5,1,1,0,0,2,83.6,404,1
1,1,1,0,72,1,1,1,2,3,114.5,8331,0
0,0,1,1,30,0,0,0,0,1,51.2,1561,1
1,0,0,0,12,1,0,0,0,0,45.4,518,1
0,0,0,0,41,1,2,0,2,3,19.85,810,0
0,0,1,0,59,1,1,1,1,1,109.15,6557,0
0,0,0,0,9,1,0,0,0,0,59.5,530,0
1,0,0,1,23,0,0,1,2,3,40.1,857,0
1,0,0,0,13,1,1,0,0,2,80.85,1008,1
1,0,1,1,26,1,2,0,2,1,19.15,515,0
1,0,0,0,72,0,0,1,2,0,65.6,4566,0
1,0,0,0,1,1,2,0,0,3,20.6,20,0
0,0,1,1,72,1,0,1,2,1,84.7,5893,0
1,0,0,0,1,1,2,0,0,3,19.4,19,1
1,0,0,0,54,1,1,0,0,1,89.4,4869,0
0,0,1,0,9,1,1,0,0,2,79.75,769,0
0,0,0,0,68,0,0,1,2,1,64.35,4539,0
0,0,1,1,6,1,2,0,1,3,19.7,94,0
1,0,1,1,69,1,1,1,2,1,106.35,7261,0
0,0,1,1,2,1,1,0,0,0,73.55,145,1
1,0,0,0,53,1,1,0,0,0,85.45,4517,1
1,0,1,1,59,1,2,0,2,1,19.3,1192,0
0,0,0,0,15,1,0,0,0,3,48.85,631,0
0,1,0,0,49,1,1,0,1,0,89.85,4287,0
0,0,0,0,36,1,1,0,0,2,99.15,3615,1
0,0,0,0,29,0,0,0,0,2,30.6,856,1
0,0,0,0,26,1,1,0,0,1,69.05,1815,0
0,0,0,0,25,1,1,0,2,2,108.9,2809,0
0,0,1,0,37,1,0,1,1,1,68.1,2479,0
0,0,1,1,33,1,2,0,2,3,24.5,740,1
1,0,1,1,53,1,2,0,1,1,20.2,1068,0
0,0,1,1,35,1,2,0,2,3,19.85,739,0
0,0,1,0,70,0,0,1,2,0,49.85,3370,0
0,0,1,1,41,1,1,0,0,0,94.9,3848,0
1,0,1,0,44,0,0,0,2,0,54.3,2390,0
1,0,0,0,30,1,2,0,1,3,19.7,625,0
1,0,0,0,71,1,1,1,2,2,108.05,7532,1
0,0,1,0,72,1,1,0,1,0,108.5,8003,0
1,0,0,1,38,1,1,0,0,0,99.25,3777,1
0,0,0,1,39,0,0,0,0,1,30.1,1131,1
1,1,1,0,68,1,1,0,0,1,80.35,5589,0
1,0,1,0,72,1,1,0,2,0,103.75,7346,0
1,0,1,1,64,1,2,0,2,3,24.8,1514,0
1,0,1,0,66,1,1,0,1,2,104.05,6890,1
1,1,0,0,39,1,1,0,0,0,95.65,3759,1
1,0,1,1,22,1,0,0,0,2,51.1,1232,0
0,0,1,1,27,1,0,1,1,3,66.15,1874,0
0,0,1,1,57,1,2,0,2,0,19.5,1167,0
0,0,1,1,55,1,0,1,2,0,85.1,4657,0
0,1,0,0,14,1,1,0,0,2,78.95,1101,1
1,0,0,0,23,1,2,0,0,2,20.85,473,0
1,0,0,0,10,1,1,0,0,3,74.15,811,1
0,0,1,1,62,1,1,0,1,1,106.05,6703,0
0,0,0,0,28,0,0,0,0,3,35.75,961,0
0,1,0,0,3,0,0,0,0,2,25.3,77,1
0,0,0,0,5,1,1,0,0,2,82.75,417,0
0,0,0,0,35,1,0,1,1,1,85.95,3110,1
1,0,1,0,56,1,1,0,0,3,89.7,4952,0
1,0,0,0,3,1,1,0,0,2,74.5,217,0
0,0,1,0,70,1,0,0,2,0,84.8,5917,0
1,0,0,0,24,1,1,0,0,2,94.1,2322,0
0,0,0,0,41,1,2,0,2,3,20.65,835,0
1,0,1,0,53,1,1,1,0,2,93.9,5029,1
1,0,0,0,51,0,0,1,0,1,44.45,2181,0
0,0,0,0,1,1,1,0,0,2,76.0,76,1
0,1,1,0,72,1,0,1,2,0,89.85,6697,0
0,0,0,0,1,1,1,0,0,2,77.15,77,1
1,0,1,0,43,1,1,1,1,0,84.25,3539,0
0,0,1,1,72,1,1,1,2,0,113.1,8248,0
0,0,1,1,49,0,0,1,1,1,35.8,1782,0
0,0,0,0,6,1,1,0,0,2,90.1,521,1
0,0,1,0,63,1,1,0,2,0,109.25,6841,0
1,0,0,0,53,0,0,0,1,1,54.9,3045,0
1,0,1,1,27,1,1,0,0,0,75.75,1929,0
1,1,0,0,52,0,0,0,0,2,49.15,2550,1
1,0,1,0,70,1,0,1,2,1,77.3,5498,0
0,0,1,0,72,1,1,0,2,1,97.7,6869,0
0,0,1,0,69,1,1,1,2,2,116.0,8182,0
0,0,0,0,34,1,1,0,0,2,105.1,3634,0
1,1,1,0,32,1,1,0,0,2,85.3,2661,1
1,0,0,0,32,1,1,0,0,2,96.2,3183,1
0,0,0,0,67,0,0,0,0,1,53.4,3579,0
1,0,1,0,33,1,1,0,0,2,93.35,3092,0
1,0,1,1,28,1,1,0,1,0,100.35,2799,0
1,1,0,0,16,0,0,0,0,3,39.0,679,1
1,1,1,0,62,1,1,1,0,2,89.1,5618,0
0,0,0,0,46,1,0,0,0,0,44.95,2168,0
1,0,1,1,22,1,0,0,1,3,78.65,1663,0
0,0,0,0,68,1,2,0,2,1,19.6,1441,0
0,0,1,1,39,1,1,0,0,0,81.5,3107,0
1,0,1,0,72,1,1,0,2,2,108.2,7840,0
1,1,1,0,18,1,0,1,0,1,59.1,1011,0
0,0,0,0,10,1,1,0,0,0,80.25,846,1
0,0,0,0,62,1,2,0,2,1,19.2,1123,0
1,0,0,0,3,1,1,0,0,1,73.6,232,0
1,1,1,0,21,1,1,0,0,0,86.55,1857,0
1,0,0,0,13,1,1,1,0,3,98.15,1230,1
1,0,0,1,70,1,0,1,1,0,64.95,4551,0
0,0,0,0,15,1,0,1,0,3,84.45,1287,0
0,0,0,0,34,1,0,0,0,3,65.0,2157,0
1,0,0,0,11,1,2,0,1,3,19.5,226,0
1,0,1,0,40,1,1,0,0,0,97.1,3706,1
1,0,0,0,3,1,1,0,0,0,105.35,323,1
0,0,0,0,57,1,1,0,1,2,94.7,5468,0
1,1,1,0,43,1,1,0,0,2,103.0,4414,1
0,0,0,0,3,1,1,0,0,2,85.8,272,1
1,0,1,1,54,1,1,0,2,0,79.95,4362,0
0,1,0,0,14,1,1,1,0,2,78.85,1043,0
1,0,1,1,72,1,2,0,2,1,24.75,1859,0
0,0,1,0,17,1,1,1,0,2,78.9,1348,0
1,0,0,0,27,1,0,1,1,0,55.45,1477,0
0,0,0,0,29,1,2,0,1,3,20.35,617,0
0,0,1,0,68,1,0,0,2,0,64.1,4326,0
0,1,1,0,5,1,1,0,0,2,81.0,371,1
0,0,1,0,47,1,1,1,0,2,98.75,4533,1
0,0,0,0,1,1,1,0,0,2,75.7,75,1
0,0,0,0,2,1,0,0,0,1,55.05,102,1
1,1,1,0,10,1,1,0,0,2,86.65,856,1
0,1,1,1,28,0,0,0,0,2,35.9,973,0
0,1,0,0,2,1,1,0,0,2,89.5,161,1
1,0,0,0,51,1,1,0,0,2,99.0,5038,0
0,1,1,0,67,1,2,0,2,0,20.05,1263,0
1,0,0,0,7,1,1,0,0,3,74.65,544,1
0,0,1,1,51,0,0,1,2,0,34.2,1782,0
1,0,0,0,3,1,1,0,0,2,100.95,329,1
1,0,0,0,2,0,0,0,0,2,25.05,56,1
0,0,0,0,11,1,0,1,1,3,54.6,617,0
1,0,1,0,29,0,0,0,0,2,45.9,1332,0
1,0,1,1,58,1,1,0,1,0,105.05,6004,0
1,0,0,0,10,1,0,1,0,3,51.65,524,0
0,0,1,0,12,1,0,0,0,2,51.25,612,0
1,0,0,0,6,1,1,0,0,0,87.95,522,0
0,0,1,0,47,1,2,0,2,0,19.65,921,0
0,0,0,0,18,1,1,0,0,0,99.85,1776,1
0,0,0,0,63,1,1,0,0,1,109.85,7002,0
0,0,1,1,46,1,2,0,1,3,24.95,1165,0
0,0,0,0,17,1,2,0,1,3,19.55,280,0
1,1,0,0,8,1,1,0,0,2,100.6,819,1
0,1,0,0,6,1,1,0,0,2,74.4,434,1
1,0,0,1,40,0,0,1,1,3,40.25,1564,0
0,0,1,0,21,1,1,0,0,2,86.5,1808,1
0,0,0,0,15,1,0,1,0,3,55.7,899,1
1,0,0,0,10,0,0,0,0,3,29.5,255,1
1,0,1,1,72,1,2,0,2,0,25.2,1798,0
